id,appointmentId,status,serviceName,suggestions,departmentName,wouldRecommend,rating,experience,createdAt,userId,id,comment
"demo-feedback-058","demo-appointment-082","undefined","undefined","undefined","undefined","undefined","1","undefined","2025-07-16T04:50:16.855Z","demo-citizen-001","demo-feedback-058","Could be improved but generally satisfied."
"demo-feedback-059","demo-appointment-174","undefined","undefined","undefined","undefined","undefined","5","undefined","2025-07-09T09:25:41.487Z","demo-citizen-001","demo-feedback-059","Professional handling of my requirements."
"demo-feedback-060","demo-appointment-189","undefined","undefined","undefined","undefined","undefined","3","undefined","2025-08-02T01:49:50.190Z","demo-citizen-001","demo-feedback-060","Impressed with the digital system and ease of use."
"demo-feedback-061","demo-appointment-128","undefined","undefined","undefined","undefined","undefined","2","undefined","2025-07-13T15:01:05.208Z","demo-citizen-001","demo-feedback-061","Average service, met expectations."
"demo-feedback-062","demo-appointment-024","undefined","undefined","undefined","undefined","undefined","4","undefined","2025-07-04T08:52:41.526Z","demo-citizen-019","demo-feedback-062","Impressed with the digital system and ease of use."
"demo-feedback-063","demo-appointment-126","undefined","undefined","undefined","undefined","undefined","4","undefined","2025-08-16T09:04:18.121Z","demo-citizen-001","demo-feedback-063","Professional handling of my requirements."
"demo-feedback-064","demo-appointment-196","undefined","undefined","undefined","undefined","undefined","2","undefined","2025-08-12T09:01:52.480Z","demo-citizen-001","demo-feedback-064","Impressed with the digital system and ease of use."
"demo-feedback-065","demo-appointment-029","undefined","undefined","undefined","undefined","undefined","2","undefined","2025-07-28T15:55:24.808Z","demo-citizen-024","demo-feedback-065","Staff was courteous and knowledgeable."
"demo-feedback-066","demo-appointment-123","undefined","undefined","undefined","undefined","undefined","5","undefined","2025-08-01T01:41:31.313Z","demo-citizen-001","demo-feedback-066","Average service, met expectations."
"demo-feedback-067","demo-appointment-190","undefined","undefined","undefined","undefined","undefined","4","undefined","2025-07-26T11:43:50.027Z","demo-citizen-001","demo-feedback-067","Process was smooth and well organized."
"demo-feedback-068","demo-appointment-129","undefined","undefined","undefined","undefined","undefined","2","undefined","2025-06-23T07:36:32.112Z","demo-citizen-001","demo-feedback-068","Impressed with the digital system and ease of use."
"demo-feedback-069","demo-appointment-163","undefined","undefined","undefined","undefined","undefined","1","undefined","2025-07-10T17:25:53.829Z","demo-citizen-001","demo-feedback-069","Could be improved but generally satisfied."
"demo-feedback-070","demo-appointment-100","undefined","undefined","undefined","undefined","undefined","4","undefined","2025-07-01T04:24:29.593Z","demo-citizen-001","demo-feedback-070","Could be improved but generally satisfied."
"demo-feedback-071","demo-appointment-112","undefined","undefined","undefined","undefined","undefined","2","undefined","2025-07-13T09:12:48.530Z","demo-citizen-001","demo-feedback-071","Could be improved but generally satisfied."
"demo-feedback-072","demo-appointment-129","undefined","undefined","undefined","undefined","undefined","3","undefined","2025-08-15T00:31:16.148Z","demo-citizen-001","demo-feedback-072","Could be improved but generally satisfied."
"demo-feedback-073","demo-appointment-161","undefined","undefined","undefined","undefined","undefined","2","undefined","2025-07-02T02:42:29.154Z","demo-citizen-001","demo-feedback-073","Excellent service! Very professional and efficient."
"demo-feedback-074","demo-appointment-123","undefined","undefined","undefined","undefined","undefined","3","undefined","2025-06-24T22:17:23.237Z","demo-citizen-001","demo-feedback-074","Excellent service! Very professional and efficient."
"demo-feedback-075","demo-appointment-156","undefined","undefined","undefined","undefined","undefined","2","undefined","2025-06-23T23:57:51.198Z","demo-citizen-001","demo-feedback-075","Outstanding service quality and quick processing."
"demo-feedback-076","demo-appointment-183","undefined","undefined","undefined","undefined","undefined","3","undefined","2025-08-04T03:50:31.572Z","demo-citizen-001","demo-feedback-076","Process was smooth and well organized."
"demo-feedback-077","demo-appointment-046","undefined","undefined","undefined","undefined","undefined","1","undefined","2025-06-20T23:49:06.098Z","demo-citizen-041","demo-feedback-077","Impressed with the digital system and ease of use."
"demo-feedback-078","demo-appointment-123","undefined","undefined","undefined","undefined","undefined","3","undefined","2025-07-28T11:09:45.144Z","demo-citizen-001","demo-feedback-078","Excellent service! Very professional and efficient."
"demo-feedback-079","demo-appointment-090","undefined","undefined","undefined","undefined","undefined","1","undefined","2025-06-29T12:21:05.181Z","demo-citizen-001","demo-feedback-079","Impressed with the digital system and ease of use."
"demo-feedback-080","demo-appointment-183","undefined","undefined","undefined","undefined","undefined","4","undefined","2025-06-26T17:28:40.023Z","demo-citizen-001","demo-feedback-080","Outstanding service quality and quick processing."
"demo-feedback-081","demo-appointment-049","undefined","undefined","undefined","undefined","undefined","4","undefined","2025-08-13T07:28:32.180Z","demo-citizen-044","demo-feedback-081","Could be improved but generally satisfied."
"demo-feedback-082","demo-appointment-161","undefined","undefined","undefined","undefined","undefined","3","undefined","2025-06-21T21:53:47.993Z","demo-citizen-001","demo-feedback-082","Could be improved but generally satisfied."
"demo-feedback-083","demo-appointment-046","undefined","undefined","undefined","undefined","undefined","4","undefined","2025-07-21T17:07:13.257Z","demo-citizen-041","demo-feedback-083","Professional handling of my requirements."
"demo-feedback-084","demo-appointment-174","undefined","undefined","undefined","undefined","undefined","3","undefined","2025-06-22T11:13:16.151Z","demo-citizen-001","demo-feedback-084","Outstanding service quality and quick processing."
"demo-feedback-085","demo-appointment-025","undefined","undefined","undefined","undefined","undefined","1","undefined","2025-07-20T04:55:12.959Z","demo-citizen-020","demo-feedback-085","Outstanding service quality and quick processing."
"demo-feedback-086","demo-appointment-140","undefined","undefined","undefined","undefined","undefined","5","undefined","2025-07-25T15:26:10.455Z","demo-citizen-001","demo-feedback-086","Could be improved but generally satisfied."
"demo-feedback-087","demo-appointment-063","undefined","undefined","undefined","undefined","undefined","4","undefined","2025-08-02T22:24:08.464Z","demo-citizen-001","demo-feedback-087","Good experience overall, staff was helpful."
"demo-feedback-088","demo-appointment-189","undefined","undefined","undefined","undefined","undefined","3","undefined","2025-06-29T19:18:42.879Z","demo-citizen-001","demo-feedback-088","Average service, met expectations."
"demo-feedback-089","demo-appointment-196","undefined","undefined","undefined","undefined","undefined","1","undefined","2025-07-27T23:02:38.707Z","demo-citizen-001","demo-feedback-089","Process was smooth and well organized."
"demo-feedback-090","demo-appointment-054","undefined","undefined","undefined","undefined","undefined","3","undefined","2025-07-21T08:57:28.302Z","demo-citizen-049","demo-feedback-090","Impressed with the digital system and ease of use."
"demo-feedback-091","demo-appointment-054","undefined","undefined","undefined","undefined","undefined","1","undefined","2025-07-07T09:18:44.693Z","demo-citizen-049","demo-feedback-091","Could be improved but generally satisfied."
"demo-feedback-092","demo-appointment-042","undefined","undefined","undefined","undefined","undefined","3","undefined","2025-06-20T16:17:19.762Z","demo-citizen-037","demo-feedback-092","Average service, met expectations."
"demo-feedback-093","demo-appointment-091","undefined","undefined","undefined","undefined","undefined","2","undefined","2025-06-27T10:36:53.761Z","demo-citizen-001","demo-feedback-093","Professional handling of my requirements."
"demo-feedback-094","demo-appointment-140","undefined","undefined","undefined","undefined","undefined","1","undefined","2025-07-31T22:18:45.435Z","demo-citizen-001","demo-feedback-094","Excellent service! Very professional and efficient."
"demo-feedback-095","demo-appointment-141","undefined","undefined","undefined","undefined","undefined","2","undefined","2025-08-12T15:57:34.107Z","demo-citizen-001","demo-feedback-095","Impressed with the digital system and ease of use."
"demo-feedback-096","demo-appointment-123","undefined","undefined","undefined","undefined","undefined","3","undefined","2025-08-04T12:24:50.178Z","demo-citizen-001","demo-feedback-096","Professional handling of my requirements."
"demo-feedback-097","demo-appointment-054","undefined","undefined","undefined","undefined","undefined","5","undefined","2025-06-23T14:03:09.734Z","demo-citizen-049","demo-feedback-097","Outstanding service quality and quick processing."
"demo-feedback-098","demo-appointment-154","undefined","undefined","undefined","undefined","undefined","1","undefined","2025-08-05T12:33:07.845Z","demo-citizen-001","demo-feedback-098","Outstanding service quality and quick processing."
"demo-feedback-099","demo-appointment-129","undefined","undefined","undefined","undefined","undefined","4","undefined","2025-06-22T10:03:48.243Z","demo-citizen-001","demo-feedback-099","Impressed with the digital system and ease of use."
"demo-feedback-100","demo-appointment-140","undefined","undefined","undefined","undefined","undefined","5","undefined","2025-08-03T19:05:15.545Z","demo-citizen-001","demo-feedback-100","Process was smooth and well organized."
"demo-feedback-101","demo-appointment-147","undefined","undefined","undefined","undefined","undefined","4","undefined","2025-07-01T00:16:30.333Z","demo-citizen-001","demo-feedback-101","Professional handling of my requirements."
"demo-feedback-102","demo-appointment-011","undefined","undefined","undefined","undefined","undefined","3","undefined","2025-08-16T04:03:17.200Z","demo-citizen-006","demo-feedback-102","Good experience overall, staff was helpful."
